,Unnamed: 0,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,tsne1,tsne2,tsne3,tsne_clusters
1570,1570,1010764009,HOPE'S WAY,ITHACA,NY,14850,TOMPKINS TRUST COMPANY,NY,0,5-Mar-97,1997,84,12,1.0,0,0,1,0,N,N,,30-Apr-97,170000.0,0.0,P I F,0.0,170000.0,127500.0,-1.8358946,-4.7293916,14.409192,1
1571,1571,1010765005,Frederick M. Merrill dba Frede,FREMONT,NH,3044,"TD BANK, NATIONAL ASSOCIATION",DE,484210,25-Mar-04,2004,36,1,2.0,0,0,1,2,N,N,,30-Apr-04,10200.0,0.0,P I F,0.0,10200.0,5100.0,-1.8761894,-1.2666972,-8.680666,0
1572,1572,1010766001,COMFORT INN,FERDINAND,IN,47532,AMERICAN ENTERPRISE BANK,IL,721110,9-Feb-06,2006,240,6,1.0,0,0,1,1,N,N,,28-Feb-06,1800000.0,0.0,P I F,0.0,1800000.0,1350000.0,-0.51583153,-8.268264,0.53554595,3
1573,1573,1010775008,Lawrence G. Vincent dba Graham,HOULTON,ME,4730,"TD BANK, NATIONAL ASSOCIATION",DE,447110,25-Mar-04,2004,191,4,1.0,0,0,1,2,N,N,29-Sep-08,31-May-04,88000.0,0.0,CHGOFF,43145.0,88000.0,44000.0,2.7627006,-0.9703044,1.7787594,3
1574,1574,1010784004,LUCARELLI MANAGEMENT INC.,CLEVELAND,OH,44110,JPMORGAN CHASE BANK NATL ASSOC,IL,0,5-Mar-97,1997,6,7,1.0,0,0,1,0,Y,N,21-Jul-02,30-Nov-97,30000.0,0.0,CHGOFF,30000.0,30000.0,15000.0,-2.8601203,-2.0089357,13.448465,1
1575,1575,1010785000,"Aloft Group, Inc.",NEWBURYPORT,MA,1950,"TD BANK, NATIONAL ASSOCIATION",DE,541810,25-Mar-04,2004,84,14,1.0,0,0,1,1,Y,N,,30-Apr-04,50000.0,0.0,P I F,0.0,50000.0,25000.0,12.259558,4.681717,6.613066,2
1576,1576,1010795003,Lawrence G. Vincent dba Graham,HOULTON,ME,4730,"TD BANK, NATIONAL ASSOCIATION",DE,447110,25-Mar-04,2004,9,4,1.0,0,0,1,2,N,N,29-Sep-08,31-May-04,47000.0,0.0,CHGOFF,36681.0,47000.0,23500.0,7.3965373,4.040798,1.5541365,2
1577,1577,1010804008,DAIRY QUEEN OF DAVIS,DAVIS,CA,95616,GE CAP. SMALL BUS. FINAN CORP,TX,0,5-Mar-97,1997,120,4,1.0,0,0,21780,0,0,N,,31-Mar-97,102000.0,0.0,P I F,0.0,102000.0,76500.0,-2.3293993,-2.011194,8.726613,1
1578,1578,1010805004,"Juneau Veterinary Clinic, Ltd.",JUNEAU,WI,53039,ASSOCIATED BANK NATL ASSOC,WI,541940,25-Mar-04,2004,84,2,2.0,0,0,1,2,N,N,,30-Nov-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,-2.7282834,0.59179556,-9.886364,0
1579,1579,1010815007,"Bill Adams Martial Arts, Inc.",ELMA,NY,14209,MANUFACTURERS & TRADERS TR CO,NY,713990,25-Mar-04,2004,60,10,1.0,0,0,1,1,N,N,,30-Apr-04,25000.0,0.0,P I F,0.0,25000.0,12500.0,13.031904,3.0523064,5.600552,2
1580,1580,1010816003,MURDOCK REPAIR LLC,WOODBINE,IA,51579,FARMERS TRUST & SAVINGS BANK,IA,811111,9-Feb-06,2006,180,2,2.0,0,0,1,2,N,N,,31-Mar-06,149400.0,0.0,P I F,0.0,149400.0,126990.0,-3.3284829,-2.594205,-4.9660573,3
1581,1581,1010824003,MAIL BOXES PLUS,CHANDLER,AZ,85225,JPMORGAN CHASE BANK NATL ASSOC,IL,0,5-Mar-97,1997,60,4,1.0,0,0,1,0,0,N,,31-Aug-98,52500.0,0.0,P I F,0.0,52500.0,26250.0,-2.0326567,-1.0272826,10.751352,1
1582,1582,1010825010,"A. J. Moscone & Company, LLC",ROCHESTER,NH,3867,"TD BANK, NATIONAL ASSOCIATION",DE,423810,26-Mar-04,2004,7,1,1.0,0,0,1,1,Y,N,2-May-12,30-Apr-04,222581.0,0.0,CHGOFF,20363.0,95000.0,47500.0,10.954052,5.5552936,4.1625757,2
1583,1583,1010834006,CHINO ICE SERVICE,POMONA,CA,91766,PACIFIC WESTERN BANK,CA,312113,5-Mar-97,1997,300,28,1.0,0,0,1,0,0,N,,31-May-97,1000000.0,0.0,P I F,0.0,1000000.0,750000.0,-2.3770053,-7.335009,2.409387,3
1584,1584,1010835002,Northland Tool and Electronics,WEARE,NH,3281,"TD BANK, NATIONAL ASSOCIATION",DE,333292,26-Mar-04,2004,84,22,1.0,0,0,1,1,Y,N,,30-Apr-04,193360.0,0.0,P I F,0.0,150000.0,75000.0,9.23901,4.934915,6.1095295,2
1585,1585,1010836009,AGRIESTI BROS & ASSOCIATES INC,PLAIN CITY,OH,43064,FIRST MERCHANTS BANK NATL ASSO,IN,811121,9-Feb-06,2006,48,6,1.0,2,6,1,2,Y,N,,28-Feb-06,110893.0,0.0,P I F,0.0,90000.0,45000.0,3.1809177,3.4032931,-1.0190748,2
1586,1586,1010844009,FINER & CO INV & FIN ADV INC,SALEM,MA,1970,SALEM FIVE CENTS SAVINGS BANK,MA,0,5-Mar-97,1997,84,2,2.0,0,0,1,0,N,Y,,30-Apr-97,45000.0,0.0,P I F,0.0,45000.0,36000.0,-13.00788,-6.085673,-0.50746655,4
1587,1587,1010854001,LUCKY LAUNDROMAT,SAN JOSE,CA,95112,LOANS FROM OLD CLOSED LENDERS,DC,812310,5-Mar-97,1997,120,1,1.0,0,0,1,0,0,N,,30-Jun-97,210000.0,0.0,P I F,0.0,210000.0,157500.0,-4.6209807,4.044489,11.149668,1
1588,1588,1010855008,"OM Associates, LLC",COLCHESTER,CT,6415,"TD BANK, NATIONAL ASSOCIATION",DE,447110,26-Mar-04,2004,84,2,2.0,0,0,1,2,Y,N,,30-Apr-04,25874.0,0.0,P I F,0.0,15000.0,7500.0,-1.5284702,-1.7881198,-8.208392,0
1589,1589,1010864004,WATER STREET STEREO,SANTA CRUZ,CA,95060,WELLS FARGO BANK NATL ASSOC,SD,0,5-Mar-97,1997,300,10,1.0,0,0,1,0,0,N,,31-May-97,625000.0,0.0,P I F,0.0,750000.0,562500.0,-2.9257073,-6.604063,3.4432886,3
1590,1590,1010865000,The Matterhorn - Ice Cream & C,COLLEGEVILLE,PA,19426,UNIVEST BANK AND TRUST CO.,PA,722213,26-Mar-04,2004,60,0,2.0,0,0,1,2,Y,N,,31-Jul-04,65003.0,0.0,P I F,0.0,45000.0,22500.0,-3.094576,-1.8093951,-9.8568535,0
1591,1591,1010866007,AGRIESTI BROS & ASSOCIATES INC,PLAIN CITY,OH,43064,FIRST MERCHANTS BANK NATL ASSO,IN,811121,9-Feb-06,2006,24,6,1.0,2,6,1,2,Y,N,,28-Feb-06,60000.0,0.0,P I F,0.0,60000.0,30000.0,3.191408,3.4249318,-1.0073363,2
1592,1592,1010875003,"Wakefield Honda Performance, L",WAKEFIELD,MA,1880,"TD BANK, NATIONAL ASSOCIATION",DE,811111,29-Mar-04,2004,84,3,1.0,0,0,1,1,N,N,,30-Apr-04,64000.0,0.0,P I F,0.0,64000.0,32000.0,13.013256,2.7600667,5.976398,2
1593,1593,1010884010,TEAM CONSTRUCTION,RICHMOND,CA,94801,FIRST BANK,MO,0,5-Mar-97,1997,300,30,1.0,0,0,1,0,N,N,,31-May-97,306000.0,0.0,P I F,0.0,306000.0,229500.0,-3.5676434,-4.8214865,4.9835825,3
1594,1594,1010894002,"B & B SALES AND IMPORTS, INC.",OXNARD,CA,93030,CITY NATIONAL BANK,CA,0,5-Mar-97,1997,303,19,1.0,0,0,1,0,0,N,,31-Jul-97,479333.0,0.0,P I F,0.0,479333.0,359499.0,-3.4126244,-5.5623703,4.321596,3
1595,1595,1010895009,Sharon B Pablo dba State of th,GLOUCESTER,MA,1930,"TD BANK, NATIONAL ASSOCIATION",DE,453920,29-Mar-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Aug-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,11.866221,5.67581,6.7184973,2
1596,1596,1010905010,Sharon B. Pablo dba State of t,GLOUCESTER,MA,1930,"TD BANK, NATIONAL ASSOCIATION",DE,453920,29-Mar-04,2004,60,1,1.0,0,0,1,1,N,N,,30-Apr-04,30000.0,0.0,P I F,0.0,30000.0,15000.0,11.813023,5.6216817,6.040282,2
1597,1597,1010914006,MEDICAL REIMBURSEMENT SPECIALI,BENTON,AR,72015,BANK OF AMERICA NATL ASSOC,AR,0,5-Mar-97,1997,60,4,2.0,0,0,1,0,N,Y,,31-Oct-97,37000.0,0.0,P I F,0.0,37000.0,29600.0,-15.965614,-3.9531262,0.7200468,4
1598,1598,1010916009,LAWNSCAPE PROFESSIONALS,SPRINGFIELD,IL,62702,ILLINOIS NATIONAL BANK,IL,561730,9-Feb-06,2006,54,3,1.0,1,1,1,1,0,N,,28-Feb-06,40500.0,0.0,P I F,0.0,40500.0,20250.0,5.495821,9.667487,-3.3630853,2
1599,1599,1010925005,Samuel R. Bradshaw,BUCKSPORT,ME,4416,"TD BANK, NATIONAL ASSOCIATION",DE,484121,29-Mar-04,2004,60,1,2.0,0,0,1,2,N,N,,30-Apr-04,31500.0,0.0,P I F,0.0,31500.0,15750.0,-1.8358622,-1.6534158,-8.526788,0
1600,1600,1010934001,BROADWAY VETERINARY ASSOCIATES,ANTIOCH,CA,94509,BANK OF AMERICA CALIFORNIA N.A,CA,541940,5-Mar-97,1997,120,56,1.0,0,0,1,0,0,N,,31-Oct-97,309000.0,0.0,P I F,0.0,309000.0,231750.0,-4.764893,4.0835614,10.333258,1
1601,1601,1010935008,Sandy's Television & Appliance,WOLCOTT,CT,6716,"TD BANK, NATIONAL ASSOCIATION",DE,443112,30-Mar-04,2004,60,6,1.0,0,0,1,1,N,N,,31-Aug-04,75000.0,0.0,P I F,0.0,75000.0,37500.0,11.485598,5.4460154,5.901454,2
1602,1602,1010936004,APPALACHIAN WOODWRIGHTS LLC,MORGANTON,NC,28680,COMMUNITYONE BANK NATL ASSOC,NC,321911,9-Feb-06,2006,120,6,1.0,2,6,1,2,0,N,,28-Feb-06,107000.0,0.0,P I F,0.0,107000.0,53500.0,4.456652,5.506623,2.0035753,2
1603,1603,1010945000,Anesthesia Healthcare Partners,SUWANEE,GA,30024,WELLS FARGO BANK NATL ASSOC,SD,561499,30-Mar-04,2004,60,5,2.0,0,0,1,1,N,N,,30-Apr-04,250000.0,0.0,P I F,0.0,250000.0,125000.0,-9.442267,1.194457,-10.253666,0
1604,1604,1010954007,DEEN PIERCE PAINT CO. INC.,PLEASANT HILL,CA,94105,"CAPITAL ACCESS GROUP, INC.",CA,0,5-Mar-97,1997,240,10,1.0,10,0,1,0,N,N,,17-Dec-97,329000.0,0.0,P I F,0.0,329000.0,329000.0,4.4318676,-9.3694,-2.1699803,3
1605,1605,1010955003,"MAJCK Mobile Lube, LLC",DERRY,NH,3038,"TD BANK, NATIONAL ASSOCIATION",DE,811198,30-Mar-04,2004,19,1,2.0,0,0,1,2,N,N,14-Jan-11,30-Jun-04,11000.0,0.0,P I F,2708.0,11000.0,5500.0,-3.2944026,-1.9501482,-10.039262,0
1606,1606,1010964010,TO THE POINT BREAKFAST & LUNCH,MATTAPOISETT,MA,2739,BANK OF AMERICA NATL ASSOC,NC,0,5-Mar-97,1997,60,2,2.0,0,0,1,0,N,Y,,30-Jun-97,18749.0,0.0,P I F,0.0,18750.0,15000.0,-13.086613,-5.9167185,-0.39473295,4
1607,1607,1010965006,Randy Flores dba Progressive S,HUDSON FALLS,NY,12839,"TD BANK, NATIONAL ASSOCIATION",DE,561790,30-Mar-04,2004,84,2,1.0,0,0,1,2,N,N,,30-Apr-04,45000.0,0.0,P I F,0.0,45000.0,22500.0,5.251154,2.336398,1.7581694,2
1608,1608,1010966002,COLD STONE CREAMERY,BRANSON,MO,65616,COMMERCE BANK,MO,722211,9-Feb-06,2006,12,13,1.0,1,13,17998,2,Y,N,,31-Mar-06,100000.0,0.0,P I F,0.0,100000.0,50000.0,2.0134985,4.199899,-2.3857338,2
1609,1609,1010975009,Randy Flores dba Progressive S,HUDSON FALLS,NY,12839,"TD BANK, NATIONAL ASSOCIATION",DE,561790,30-Mar-04,2004,84,2,1.0,0,0,1,2,Y,N,,30-Apr-04,35500.0,0.0,P I F,0.0,15000.0,7500.0,5.2344103,2.3196874,1.7007679,2
1610,1610,1010985001,"Geitz Machine, Inc.",TELFORD,PA,18969,UNIVEST BANK AND TRUST CO.,PA,332710,30-Mar-04,2004,84,17,1.0,0,0,1,2,N,N,,30-Apr-04,150000.0,0.0,P I F,0.0,150000.0,75000.0,6.184289,3.6614482,3.3993526,2
1611,1611,1010986008,JP HOFFMAN LAW OFFICES LLC,FARIBAULT,MN,55201,THE STATE BANK OF FARIBAULT,MN,541110,9-Feb-06,2006,84,1,1.0,0,1,1,2,Y,N,,28-Feb-06,58532.0,0.0,P I F,0.0,25000.0,12500.0,5.449698,2.9907708,-2.0786717,2
1612,1612,1010995004,"Genesis Day Spa, LLC",OGUNQUIT,ME,3907,"TD BANK, NATIONAL ASSOCIATION",DE,812112,30-Mar-04,2004,60,2,2.0,0,0,1,2,N,N,,31-Aug-04,55000.0,0.0,P I F,0.0,55000.0,27500.0,-3.1576886,-2.3127506,-9.890241,0
1613,1613,1010996000,GALLAHAN ELECTRIC LLC,FORT COLLINS,CO,80524,JPMORGAN CHASE BANK NATL ASSOC,IL,238210,9-Feb-06,2006,84,1,1.0,0,1,1,2,Y,N,,30-Apr-06,13000.0,0.0,P I F,0.0,13000.0,6500.0,5.8020706,3.5249054,-4.069861,2
1614,1614,1011005002,"Genesis Day Spa, LLC",OGUNQUIT,ME,3907,"TD BANK, NATIONAL ASSOCIATION",DE,812112,30-Mar-04,2004,84,2,2.0,0,0,1,2,Y,N,,30-Sep-04,14167.0,0.0,P I F,0.0,10000.0,5000.0,-3.044989,-2.4353507,-9.883582,0
1615,1615,1011006009,CHINO HILLS PODIATRY GROUP INC,CHINO HILLS,CA,91709,JPMORGAN CHASE BANK NATL ASSOC,IL,621391,9-Feb-06,2006,84,4,1.0,0,4,1,2,Y,N,,28-Feb-06,59885.0,0.0,P I F,0.0,30000.0,15000.0,5.6272416,3.1951694,-3.1751513,2
1616,1616,1011015005,"Tober, Chester dba Xtreme Outd",HAMPSTEAD,MD,21074,MANUFACTURERS & TRADERS TR CO,MD,561730,31-Mar-04,2004,0,1,2.0,0,0,1,1,N,N,20-May-09,30-Apr-04,24800.0,0.0,CHGOFF,24800.0,25000.0,12500.0,-8.734521,-0.114201985,-13.26836,0
1617,1617,1011016001,ACTIVE SPRING TECH CORP,BALDWIN PARK,CA,91706,"CITIBANK, N.A.",CA,336991,9-Feb-06,2006,84,4,2.0,2,4,1,1,Y,N,,31-Mar-06,100000.0,0.0,P I F,0.0,100000.0,50000.0,-5.1042356,4.644307,-12.146233,0
1618,1618,1011025008,"TOBER, CHESTER DBA XTREME LAWN",HAMPSTEAD,MD,21074,MANUFACTURERS & TRADERS TR CO,MD,561730,31-Mar-04,2004,48,1,2.0,0,0,1,1,N,N,,30-Apr-04,18900.0,0.0,P I F,0.0,18900.0,9450.0,-8.228469,-0.75393754,-12.558647,0
1619,1619,1011034004,MODERN AUTO CENTER,LOS ANGELES,CA,90018,WELLS FARGO BANK NATL ASSOC,SD,811111,5-Mar-97,1997,61,30,1.0,0,0,1,0,T,N,,30-Jun-97,100000.0,0.0,P I F,0.0,100000.0,50000.0,-5.5130963,3.3483887,12.20911,1
1620,1620,1011035000,"Lakeshore Cleaners, Inc.",APPLETON,WI,54911,ASSOCIATED BANK NATL ASSOC,WI,561730,31-Mar-04,2004,84,6,1.0,0,0,1,1,N,N,,31-May-04,80000.0,0.0,P I F,0.0,80000.0,40000.0,6.2083483,9.759112,-3.1324146,2
1621,1621,1011036007,"NATLIE'S ESTHETICS, LLC",ANCHORAGE,AK,99501,WELLS FARGO BANK NATL ASSOC,SD,812112,9-Feb-06,2006,15,1,1.0,0,1,1,1,Y,N,8-Dec-11,28-Feb-06,72706.0,0.0,CHGOFF,29997.0,30000.0,15000.0,7.6868095,4.111779,-9.251042,2
1622,1622,1011045003,"Native Solutions, LLC",APPLETON,WI,54911,ASSOCIATED BANK NATL ASSOC,WI,541690,31-Mar-04,2004,84,2,1.0,0,0,1,1,Y,N,,31-May-04,45045.0,0.0,P I F,0.0,40000.0,20000.0,6.2639194,9.7750635,-3.1318448,2
1623,1623,1011046010,SHERIDAN ELECTRIC,COEUR D'ALENE,ID,83814,MOUNTAIN W. BANK A DIVISION OF,ID,238210,9-Feb-06,2006,23,1,1.0,0,1,1,2,0,N,11-Feb-14,28-Feb-06,40000.0,0.0,CHGOFF,8711.0,40000.0,34000.0,5.9170547,3.4686916,-4.2666,2
1624,1624,1011055006,"Mascot Cleaners, Inc",CORDOVA,TN,38018,TRUSTMARK NATIONAL BANK,MS,812310,31-Mar-04,2004,48,0,2.0,0,0,1,1,Y,N,11-Oct-07,31-May-04,30000.0,0.0,CHGOFF,29899.0,30000.0,15000.0,-6.137144,-0.7092474,-12.707624,0
1625,1625,1011056002,CONTRACT PACKAGING PLUS INC,BENSENVILLE,IL,60105,BMO HARRIS BK NATL ASSOC,IL,488991,9-Feb-06,2006,120,3,1.0,10,3,1,1,0,N,,31-Mar-06,1164000.0,0.0,P I F,0.0,1164000.0,873000.0,0.27730238,-8.31192,-0.47598398,3
1626,1626,1011065009,"Bliss Products & Services, Inc",DOUGLASVILLE,GA,30154,WELLS FARGO BANK NATL ASSOC,SD,423910,1-Apr-04,2004,60,6,1.0,0,0,1,1,N,N,,30-Apr-04,200000.0,0.0,P I F,0.0,200000.0,100000.0,9.45987,3.6728172,5.4064794,2
1627,1627,1011066005,Thomas F. Sramek dba DREAMHOME,LOS GATOS,CA,95033,JPMORGAN CHASE BANK NATL ASSOC,IL,236118,9-Feb-06,2006,2,1,1.0,2,1,1,2,Y,N,2-May-13,28-Feb-06,55415.0,0.0,P I F,1695.0,15000.0,7500.0,5.9576592,3.4527254,-4.4342556,2
1628,1628,1011074005,"BREAKAWAY TECHNOLOGY SERVICES,",SUNNYVALE,CA,94089,COMERICA BANK,TX,0,5-Mar-97,1997,84,19,1.0,0,0,1,0,0,N,,30-Apr-97,75000.0,0.0,P I F,0.0,75000.0,60000.0,-1.9166037,-1.3790905,10.006107,1
1629,1629,1011075001,"Cook 1 Up, Inc.",DOYLESTOWN,PA,18901,UNIVEST BANK AND TRUST CO.,PA,722410,1-Apr-04,2004,120,8,2.0,0,0,1,2,T,N,,30-Apr-04,37292.0,0.0,P I F,0.0,40000.0,20000.0,-2.8207176,-2.6613398,-9.977728,0
1630,1630,1011076008,GREENLING.COM,AUSTIN,TX,78744,COMPASS BANK,AL,424490,9-Feb-06,2006,84,2,2.0,1,3,1,1,Y,N,,31-May-06,170311.0,0.0,P I F,0.0,35000.0,17500.0,-5.097786,4.4634995,-12.252169,0
1631,1631,1011084008,"MILES ADVERTISING, INC.",ENGLEWOOD,CO,80111,FIRSTBANK,CO,541810,5-Mar-97,1997,84,20,1.0,0,0,1,0,N,N,,31-Jan-98,150000.0,0.0,P I F,0.0,150000.0,112500.0,-4.432968,3.532377,11.612328,1
1632,1632,1011085004,"J's Java Hut, Inc",TALLMADGE,OH,44278,KEYBANK NATIONAL ASSOCIATION,OH,722213,1-Apr-04,2004,76,2,2.0,0,0,1,1,N,N,,30-Jun-04,50000.0,0.0,P I F,0.0,50000.0,25000.0,-5.980591,-0.32510197,-12.638071,0
1633,1633,1011086000,TAI CHI CHUAN SHAOLIN CHUAN AS,SAINT CHARLES,IL,60174,JPMORGAN CHASE BANK NATL ASSOC,NV,611620,9-Feb-06,2006,84,1,1.0,0,1,1,2,Y,N,,28-Feb-06,56323.0,0.0,P I F,0.0,28500.0,14250.0,5.3987565,3.025422,-2.1840854,2
1634,1634,1011095007,"Murray's Auto Clinic, Inc",SILVER SPRING,MD,20904,MANUFACTURERS & TRADERS TR CO,MD,811198,1-Apr-04,2004,60,11,1.0,0,0,1,1,Y,N,,30-Apr-04,50000.0,0.0,P I F,0.0,150000.0,75000.0,12.653133,2.0558217,5.649787,2
1635,1635,1011105008,"Murray's Auto Clinic II, Inc.",SILVER SPRING,MD,20904,MANUFACTURERS & TRADERS TR CO,MD,811198,1-Apr-04,2004,60,11,1.0,0,0,1,1,Y,N,,30-Apr-04,150000.0,0.0,P I F,0.0,150000.0,75000.0,12.416927,1.9878008,5.737229,2
1636,1636,1011106004,J AND R AUTO SALE,SAN DIEGO,CA,92104,"CITIBANK, N.A.",SD,441110,9-Feb-06,2006,49,1,1.0,0,1,1,1,Y,N,8-Sep-09,31-Mar-06,21898.0,0.0,CHGOFF,14971.0,15000.0,7500.0,7.882444,3.3815374,-8.878178,2
1637,1637,1011115000,William Hooper dba Andy's Refr,FRANKLIN,ME,4634,"TD BANK, NATIONAL ASSOCIATION",DE,811310,2-Apr-04,2004,60,1,1.0,0,0,1,2,N,N,,30-Apr-04,20800.0,0.0,P I F,0.0,20800.0,10400.0,4.332574,1.9970847,1.0772954,2
1638,1638,1011124007,OREGON CLEANERS,BEAVERTON,OR,97005,GE CAP. SMALL BUS. FINAN CORP,TX,812320,5-Mar-97,1997,300,2,1.0,0,0,1,0,N,N,,31-May-97,240000.0,0.0,P I F,0.0,240000.0,180000.0,-4.0467215,-3.0566432,3.3081691,3
1639,1639,1011125003,William Hooper dba Andy's Refr,FRANKLIN,ME,4634,"TD BANK, NATIONAL ASSOCIATION",DE,811310,2-Apr-04,2004,84,1,1.0,0,0,1,2,Y,N,,31-May-04,5000.0,0.0,P I F,0.0,5000.0,2500.0,4.340991,1.895096,1.1398834,2
1640,1640,1011135006,Wornham Truck & Equipment Serv,FITCHBURG,MA,1420,"TD BANK, NATIONAL ASSOCIATION",DE,811111,2-Apr-04,2004,60,3,2.0,0,0,1,1,N,N,,30-Apr-04,15473.0,0.0,P I F,0.0,35000.0,17500.0,-7.024194,-2.0851452,-12.206717,0
1641,1641,1011136002,ADVANTAGE RESOURCES INC,LAS VEGAS,NV,89110,WELLS FARGO BANK NATL ASSOC,CA,541611,9-Feb-06,2006,60,2,1.0,0,2,1,1,Y,N,,31-Mar-06,51020.0,0.0,P I F,0.0,30000.0,15000.0,7.704573,3.1146848,-8.947335,2
1642,1642,1011145009,"Dougherty's Fun Services, Inc.",SYRACUSE,NY,13224,MANUFACTURERS & TRADERS TR CO,NY,532292,2-Apr-04,2004,60,11,1.0,0,0,1,1,N,N,,30-Apr-04,25000.0,0.0,P I F,0.0,25000.0,12500.0,12.608543,4.8871317,5.744406,2
1643,1643,1011154005,EQUATOR RESORT,KEY WEST,FL,33040,"PNC BANK, NATIONAL ASSOCIATION",OH,0,5-Mar-97,1997,292,5,2.0,0,0,1,0,N,N,,30-Jun-97,390000.0,0.0,P I F,0.0,390000.0,269880.0,-7.3117433,-6.180594,1.0948066,4
1644,1644,1011155001,"Mountz Enterprises, LLC",LEBANON,PA,17042,MANUFACTURERS & TRADERS TR CO,NY,713940,2-Apr-04,2004,60,28,2.0,0,0,1,1,N,N,,30-Apr-04,35000.0,0.0,P I F,0.0,35000.0,17500.0,-6.8800883,-1.4810386,-11.880392,0
1645,1645,1011156008,RIGHT WAY MAIL & PROMOTIONS IN,OCEANSIDE,CA,92057,MUFG UNION BANK NATL ASSOC,CA,541860,9-Feb-06,2006,45,1,1.0,1,0,1,1,Y,N,10-Feb-10,31-Mar-06,53500.0,0.0,CHGOFF,49050.0,50000.0,25000.0,7.7224655,3.963037,-9.034832,2
1646,1646,1011164008,"NEWLENBY MANAGEMENT GROUP, INC",BROOKLYN,NY,11233,BANCO POPULAR DE PUERTO RICO,PR,0,5-Mar-97,1997,85,7,2.0,0,0,1,0,N,Y,,17-Jun-97,85000.0,0.0,P I F,0.0,85000.0,68000.0,-13.008867,-6.1310706,-0.50735605,4
1647,1647,1011174000,MAGIC BROOM CARPET & CLEANING,WOODBURY,CT,6798,FIRST LITCHFIELD FINAN CORP,CT,561740,5-Mar-97,1997,84,9,1.0,0,0,1,0,N,Y,,31-Dec-97,35000.0,0.0,P I F,0.0,35000.0,28000.0,-6.112228,-0.17860334,16.485382,1
1648,1648,1011175007,Marioara Cracut dba Adina Skin,BEDFORD,NH,3110,"TD BANK, NATIONAL ASSOCIATION",DE,812112,5-Apr-04,2004,240,1,2.0,0,0,1,2,N,N,,30-Apr-04,88000.0,0.0,P I F,0.0,88000.0,44000.0,-2.6201305,-2.924347,-4.5770106,3
1649,1649,1011176003,CARTRIDGE WORLD OF COON RAPIDS,COON RAPIDS (RR NAME COON CREE,MN,55448,SUNRISE BANKS NATL ASSOC,MN,561110,9-Feb-06,2006,84,3,2.0,3,5,10734,1,0,N,,28-Feb-06,140000.0,0.0,P I F,0.0,140000.0,119000.0,0.3690349,-6.749834,-7.393738,3
1650,1650,1011184003,"ANALYTICAL DIRECTIONS, INC.",ARLINGTON HEIGHTS,IL,60004,BMO HARRIS BK NATL ASSOC,IL,0,5-Mar-97,1997,60,1,1.0,0,0,1,0,N,Y,,31-May-97,25000.0,0.0,P I F,0.0,25000.0,20000.0,-2.2515059,-1.6322908,11.947468,1
1651,1651,1011185010,E.C.Bones Construction Contrac,NORTH WALES,PA,19454,UNIVEST BANK AND TRUST CO.,PA,423330,5-Apr-04,2004,84,10,1.0,0,0,1,2,Y,N,,30-Apr-04,225250.0,0.0,P I F,0.0,125000.0,62500.0,6.1444716,3.196884,3.5093884,2
1652,1652,1011194006,PADEN SANITATION,BERWICK,PA,18603,MANUFACTURERS & TRADERS TR CO,NY,0,5-Mar-97,1997,120,4,1.0,0,0,1,0,N,N,,31-May-97,375000.0,0.0,P I F,0.0,375000.0,281250.0,-1.2877165,-8.073301,5.9647427,3
1653,1653,1011195002,Dan P. Nutton  dba Dan P. Nutt,LOWELL,MA,1852,"TD BANK, NATIONAL ASSOCIATION",DE,238210,5-Apr-04,2004,84,1,2.0,0,0,1,1,Y,N,,30-Jun-04,46000.0,0.0,P I F,0.0,10000.0,5000.0,-11.73949,-0.93028027,-11.755469,0
1654,1654,1011196009,LIVING ART WATER GARDENS INC,BIG COVE,AL,35763,BBCN BANK,CA,713940,9-Feb-06,2006,27,3,2.0,1,3,1,2,0,N,7-Dec-10,28-Feb-06,10000.0,0.0,CHGOFF,6886.0,10000.0,5000.0,-3.3695824,-0.6650857,-10.381853,0
1655,1655,1011204007,MACHINE SHOP SERVICES INC,NEENAH,WI,54956,AMER NATL BANK-FOX CITIES,WI,333512,5-Mar-97,1997,72,4,1.0,0,0,1,0,N,Y,,28-Feb-97,27000.0,0.0,P I F,0.0,27000.0,21600.0,-3.309527,0.4576046,12.818376,1
1656,1656,1011214010,"STANLEY SUPPLY & TOOL, INC",FARMINGDALE,NY,11735,BANK OF AMERICA NATL ASSOC,NY,421990,5-Mar-97,1997,99,6,1.0,0,0,1,0,N,Y,,20-Mar-98,70000.0,0.0,P I F,0.0,70000.0,56000.0,-6.045933,-0.111678876,16.428623,1
1657,1657,1011215006,"Progressive Physicians, LLC",SOUTHAVEN,MS,38671,TRUSTMARK NATIONAL BANK,MS,621111,6-Apr-04,2004,24,4,2.0,0,0,1,1,Y,N,,31-Jul-04,50400.0,0.0,P I F,0.0,50400.0,25200.0,-7.4342685,0.20744964,-13.338135,0
