,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1796,1011996002,ATALASOFT INC,NORTHAMPTON,MA,1060,SANTANDER BANK NATL ASSOC,DE,511210,9-Feb-06,2006,51,9,1.0,0,9,1,1,0,N,,31-Mar-06,125000.0,0.0,P I F,0.0,125000.0,93750.0
1797,1012005004,"Capital Signmsith, Inc.",ALBANY,NY,12205,"TD BANK, NATIONAL ASSOCIATION",DE,339950,6-May-04,2004,60,4,2.0,0,0,1,1,N,N,,30-Jun-04,19968.0,0.0,P I F,0.0,20000.0,10000.0
1798,1012006000,BISHOP'S FAMILY DINING,TULSA,OK,74145,ARVEST BANK,AR,722211,9-Feb-06,2006,26,35,1.0,0,0,1,1,N,N,9-Feb-11,31-Mar-06,123000.0,0.0,CHGOFF,45231.0,123000.0,104550.0
1799,1012014000,"MARK BRENIS, DPM, A PROF. CORP",SALINAS,CA,93906,"RABOBANK, NATIONAL ASSOCIATION",CA,621391,5-Mar-97,1997,120,5,1.0,0,0,1,0,N,N,,30-Jun-97,195000.0,0.0,P I F,0.0,195000.0,146250.0
1800,1012015007,Correctional Mental Health Ser,REISTERSTOWN,MD,21136,MANUFACTURERS & TRADERS TR CO,MD,621112,7-May-04,2004,60,3,2.0,0,0,1,1,Y,N,,30-Jun-04,125000.0,0.0,P I F,0.0,100000.0,50000.0
1801,1012024003,"COMPUTER EQUIPMENT WAREHOUSE,",OREM,UT,84058,U.S. BANK NATIONAL ASSOCIATION,OH,443120,5-Mar-97,1997,180,2,1.0,0,0,1,0,0,N,,31-Oct-00,90000.0,0.0,P I F,0.0,90000.0,72000.0
1802,1012025010,Calloway Drug Testing Laborato,WAKEFIELD,MA,1880,"TD BANK, NATIONAL ASSOCIATION",DE,621511,7-May-04,2004,84,9,2.0,0,0,1,1,Y,N,,30-Jun-04,100000.0,0.0,P I F,0.0,100000.0,50000.0
1803,1012035002,Edwin Parker Dalton dba Custom,WATERTOWN,CT,6795,"TD BANK, NATIONAL ASSOCIATION",DE,561730,7-May-04,2004,7,6,1.0,0,0,1,1,Y,N,,30-Jun-04,100313.0,0.0,P I F,0.0,50000.0,25000.0
1804,1012036009,ATALASOFT INC,NORTHAMPTON,MA,1060,FLORENCE SAVINGS BANK,MA,511210,9-Feb-06,2006,60,9,1.0,0,9,1,2,Y,N,,31-May-06,250000.0,0.0,P I F,0.0,100000.0,50000.0
1805,1012044009,"THE COTTONWOOD CAR WASH, AN OP",ALBUQUERQUE,NM,87112,WELLS FARGO BANK NATL ASSOC,SD,811192,5-Mar-97,1997,258,1,2.0,0,0,1,0,0,N,,31-May-97,580430.0,0.0,P I F,0.0,666230.0,499672.0
1806,1012045005,ADVANCING CHIROPRACTIC HEALTH,YORK,ME,3909,"TD BANK, NATIONAL ASSOCIATION",DE,621310,7-May-04,2004,60,1,2.0,0,0,1,2,N,N,,31-Aug-04,38000.0,0.0,P I F,0.0,48000.0,24000.0
1807,1012055008,Sandy Hill Computer,HUDSON FALLS,NY,12839,"TD BANK, NATIONAL ASSOCIATION",DE,443120,7-May-04,2004,84,2,2.0,0,0,1,2,Y,N,,31-May-04,12930.0,0.0,P I F,0.0,5000.0,2500.0
1808,1012064004,THE NATURAL TOUCH,SAN DIEGO,CA,92121,WELLS FARGO BANK NATL ASSOC,SD,0,5-Mar-97,1997,120,10,1.0,0,0,1,0,0,N,,31-Mar-97,100000.0,0.0,P I F,0.0,100000.0,80000.0
1809,1012065000,ADVANCING CHIROPRACTIC HEALTH,YORK,ME,3909,"TD BANK, NATIONAL ASSOCIATION",DE,621310,7-May-04,2004,84,1,2.0,0,0,1,2,Y,N,,31-Aug-04,5045.0,0.0,P I F,0.0,5000.0,2500.0
1810,1012066007,THE VALLA GROUP INC,CHANDLER,AZ,85226,BMO HARRIS BK NATL ASSOC,IL,812199,9-Feb-06,2006,46,2,2.0,2,2,1,1,0,N,5-Sep-09,28-Feb-06,74694.0,0.0,CHGOFF,74694.0,75000.0,37500.0
1811,1012084010,"PAVILION PRODUCTS, INC.(OC)",LOS ANGELES,CA,90061,LOANS FROM OLD CLOSED LENDERS,DC,0,5-Mar-97,1997,300,32,1.0,0,0,1,0,0,N,,31-May-97,444500.0,0.0,P I F,0.0,444500.0,333375.0
1812,1012094002,STOGIES,RICHMOND,VA,23235,"BUSINESS LOAN CENTER, LLC",SC,422940,5-Mar-97,1997,168,5,2.0,0,0,1,0,0,N,,30-Apr-97,100000.0,0.0,P I F,0.0,100000.0,75000.0
1813,1012095009,Mark E farrar dba MEF Trucking,FULTON,MS,38843,TRUSTMARK NATIONAL BANK,MS,484121,7-May-04,2004,60,1,2.0,0,0,1,2,N,N,,30-Jun-04,60400.0,0.0,P I F,0.0,60400.0,30200.0
1814,1012114006,LINCOLN CUSTOM CABINETS,"MIDDLESEX, NJ 08846",NJ,8846,"TD BANK, NATIONAL ASSOCIATION",NJ,337110,5-Mar-97,1997,180,13,1.0,0,0,1,0,N,N,,25-Mar-97,275000.0,0.0,P I F,0.0,275000.0,206250.0
1815,1012115002,Cara Joyce dba Boston Leads Gr,TEWKSBURY,MA,1876,"TD BANK, NATIONAL ASSOCIATION",DE,541618,10-May-04,2004,84,1,2.0,0,0,1,1,Y,N,,31-May-04,14478.0,0.0,P I F,0.0,10000.0,5000.0
1816,1012134001,"SENECA FALLS PROD. MACHS., INC",SENECA FALLS,NY,13148,MANUFACTURERS & TRADERS TR CO,NY,333512,5-Mar-97,1997,12,60,1.0,0,0,1,0,N,N,,28-Feb-98,900000.0,0.0,P I F,0.0,900000.0,468000.0
1817,1012135008,"PANGEA DELI & BISTRO,INC.",SAUNDERSTOWN,RI,2874,BANK RHODE ISLAND,RI,722110,10-May-04,2004,60,0,2.0,0,0,1,1,N,N,,31-May-04,85000.0,0.0,P I F,0.0,85000.0,42500.0
1818,1012144004,SLEEP INN MIDLAND,MIDLAND,TX,79703,LOANS FROM OLD CLOSED LENDERS,DC,0,5-Mar-97,1997,306,5,2.0,0,0,75385,0,0,N,,30-Apr-98,982700.0,0.0,P I F,0.0,1043000.0,749990.0
1819,1012145000,Hill's Van Service of North Fl,JACKSONVILLE,FL,32205,WELLS FARGO BANK NATL ASSOC,SD,493110,11-May-04,2004,24,45,1.0,0,0,1,1,Y,N,,30-Jun-04,396265.0,0.0,P I F,0.0,200000.0,100000.0
1820,1012154007,"OSPREY SEAFOOD, INC.",NARRAGANSETT,RI,2882,BANK RHODE ISLAND,RI,422460,5-Mar-97,1997,60,4,1.0,0,0,1,0,N,Y,,31-Mar-97,35000.0,0.0,P I F,0.0,35000.0,28000.0
1821,1012155003,"Bull Moose Trucking, LLC",NORTH READING,MA,1864,"TD BANK, NATIONAL ASSOCIATION",DE,484110,12-May-04,2004,84,2,2.0,0,0,1,1,N,N,,30-Jun-04,96000.0,0.0,P I F,0.0,96000.0,48000.0
1822,1012164010,PALACE INN,HOUSTON,TX,77011,ZIONS FIRST NATIONAL BANK,UT,0,5-Mar-97,1997,306,1,2.0,0,0,1,0,0,N,,31-Mar-97,750000.0,0.0,P I F,0.0,750000.0,562500.0
1823,1012165006,"The Maine Fitness Store, Inc.",BANGOR,ME,4401,"TD BANK, NATIONAL ASSOCIATION",DE,451110,12-May-04,2004,84,3,2.0,0,0,1,1,Y,N,,31-Jul-04,58499.0,0.0,P I F,0.0,50000.0,25000.0
1824,1012174002,CPG INC,EAST FALMOUTH,MA,2536,"TD BANK, NATIONAL ASSOCIATION",MA,421830,5-Mar-97,1997,84,3,2.0,0,0,1,0,N,Y,,30-Apr-97,70000.0,0.0,P I F,0.0,70000.0,56000.0
1825,1012175009,"Drug Detection Devices, LTD",ALPHARETTA,GA,30005,WELLS FARGO BANK NATL ASSOC,SD,424210,12-May-04,2004,72,4,1.0,0,0,1,1,N,N,,30-Jun-04,175000.0,0.0,P I F,0.0,175000.0,87500.0
1826,1012184005,TOKYO BOYS RESTAURANT LLC,SALT LAKE CITY,UT,84102,JPMORGAN CHASE BANK NATL ASSOC,IL,0,5-Mar-97,1997,48,4,1.0,0,0,1,0,0,N,,31-May-98,35000.0,0.0,P I F,0.0,35000.0,17500.0
1827,1012195004,"GUYTANNO'S CAFE, INC.",WESTERLY,RI,2891,WASHINGTON TR CO OF WESTERLY,RI,722110,13-May-04,2004,12,2,2.0,0,0,1,1,Y,N,,30-Jun-04,25000.0,0.0,P I F,0.0,25000.0,12500.0
1828,1012204009,"BAND PRO FILM, INC.",BURBANK,CA,91505,CITIZENS BUSINESS BANK,CA,0,5-Mar-97,1997,120,10,1.0,0,0,1,0,0,N,,30-Jun-97,412000.0,0.0,P I F,0.0,412000.0,309000.0
1829,1012205005,Richard C. Gambale dba Greenle,TYNGSBORO,MA,1879,"TD BANK, NATIONAL ASSOCIATION",DE,561730,14-May-04,2004,84,1,1.0,0,0,1,1,Y,N,,,10000.0,0.0,P I F,0.0,10000.0,5000.0
1830,1012215008,David Alkaher,PENFIELD,NY,14526,MANUFACTURERS & TRADERS TR CO,NY,722110,14-May-04,2004,6,17,1.0,0,0,1,1,N,N,29-Jan-14,30-Nov-04,430536.0,0.0,CHGOFF,146617.0,430536.0,322902.0
1831,1012224004,"DENNIS M. ABBOTT, D.D.S.",ROCKWALL,TX,75087,AMER NATL BK OF TEXAS,TX,621210,5-Mar-97,1997,114,2,2.0,0,0,1,0,N,Y,,31-May-97,65000.0,0.0,P I F,0.0,65000.0,52000.0
1832,1012234007,"ADHESIVE FILMS, INC.",PINE BROOK,NJ,7058,"TD BANK, NATIONAL ASSOCIATION",NJ,326113,5-Mar-97,1997,180,5,2.0,0,0,1,0,0,N,,31-Jul-97,280000.0,0.0,P I F,0.0,280000.0,210000.0
1833,1012245006,Construction Administrative Se,COLUMBIA,SC,29223,WELLS FARGO BANK NATL ASSOC,SD,561439,14-May-04,2004,47,1,1.0,0,0,1,1,N,N,,30-Jun-04,80000.0,0.0,P I F,0.0,80000.0,40000.0
1834,1012254002,DAGWOODZ,COLUMBUS,OH,43215,"WESBANCO BANK, INC.",OH,0,5-Mar-97,1997,87,70,1.0,0,0,1,0,N,N,,31-Mar-97,202000.0,0.0,P I F,0.0,202000.0,151500.0
1835,1012255009,Petrillo Construction & Carpen,HAVERHILL,MA,1830,"TD BANK, NATIONAL ASSOCIATION",DE,238350,17-May-04,2004,84,2,1.0,0,0,1,1,Y,N,,30-Jun-04,90877.0,0.0,P I F,0.0,35000.0,17500.0
1836,1012264005,"OMEGA MACHINE & TOOL, INC.",SACRAMENTO,CA,95834,GE CAP. SMALL BUS. FINAN CORP,TX,0,5-Mar-97,1997,120,3,1.0,0,0,1,0,0,N,,31-Mar-97,363000.0,0.0,P I F,0.0,363000.0,272250.0
1837,1012265001,"Aroma Joe's, LLC",ROCHESTER,NH,3868,"TD BANK, NATIONAL ASSOCIATION",DE,722211,17-May-04,2004,120,40,1.0,0,0,1,1,N,N,,30-Jun-04,227000.0,0.0,P I F,0.0,227000.0,113500.0
1838,1012274008,PSI PHOENIX SECURITY INTERNATI,PHOENIX,AZ,85040,JPMORGAN CHASE BANK NATL ASSOC,IL,0,5-Mar-97,1997,60,30,1.0,0,0,1,0,Y,N,,30-Apr-97,25790.0,0.0,P I F,0.0,25000.0,12500.0
1839,1012275004,"Ford Management Services, LTD",UPPER MARLBORO,MD,20772,MANUFACTURERS & TRADERS TR CO,MD,236220,17-May-04,2004,60,1,2.0,0,0,1,1,N,N,,31-Mar-05,50000.0,0.0,P I F,0.0,50000.0,25000.0
1840,1012284000,LUCKY LADY FINA,WAXAHACHIE,TX,75165,GE CAP. SMALL BUS. FINAN CORP,TX,0,5-Mar-97,1997,120,2,1.0,0,0,1,0,0,N,,31-Mar-97,162000.0,0.0,P I F,0.0,162000.0,121500.0
1841,1012294003,"ANNEX, INC.",MERIDIAN,ID,83642,BANK OF THE CASCADES,ID,334412,5-Mar-97,1997,94,10,2.0,0,0,1,0,N,N,,30-Apr-97,170000.0,0.0,P I F,0.0,170000.0,127500.0
1842,1012295010,"Celano Insulation, Inc",ROSEDALE,MD,21237,MANUFACTURERS & TRADERS TR CO,MD,238310,4-Jun-04,2004,3,3,1.0,0,0,1,1,N,N,22-Oct-09,30-Jun-04,78000.0,0.0,CHGOFF,54600.0,78000.0,39000.0
1843,1012304004,THE DEVON TEA ROOM,WEST DENNIS,MA,2670,SANTANDER BANK NATL ASSOC,MA,0,5-Mar-97,1997,300,2,2.0,0,0,1,0,N,Y,,30-Apr-97,100000.0,0.0,P I F,0.0,100000.0,80000.0
1844,1012305000,"Four Paws, LLC",WARWICK,RI,2888,WASHINGTON TR CO OF WESTERLY,RI,541940,4-Jun-04,2004,60,3,2.0,0,0,1,1,N,N,,30-Jun-04,65000.0,0.0,P I F,0.0,65000.0,32500.0
1845,1012314007,CAST-IN-STONE LLC,IXONIA,WI,53036,FIRST BANK FINANCIAL CENTRE,WI,235410,5-Mar-97,1997,84,1,1.0,0,0,1,0,N,Y,,31-Mar-97,48000.0,0.0,P I F,0.0,48000.0,38400.0
1846,1012315003,"Celano Insulation, Inc",ROSEDALE,MD,21237,MANUFACTURERS & TRADERS TR CO,MD,238310,4-Jun-04,2004,3,3,1.0,0,0,1,1,N,N,12-Oct-09,30-Jun-04,25000.0,0.0,CHGOFF,25000.0,25000.0,12500.0
1847,1012324010,PETER'S NATURALS,READING,PA,19607,ROYAL BANK AMERICA,PA,0,5-Mar-97,1997,203,10,1.0,0,0,1,0,N,N,,31-Mar-97,385000.0,0.0,P I F,0.0,385000.0,288750.0
1848,1012325006,P.B.H.C. Inc.,SOUTH PARIS,ME,4281,"TD BANK, NATIONAL ASSOCIATION",DE,713940,18-May-04,2004,84,6,1.0,0,0,1,2,Y,N,,31-Jul-04,35000.0,0.0,P I F,0.0,35000.0,17500.0
1849,1012334002,"SCOTT L. LUNA, ATTORNEY AT LA",ROWLETT,TX,75088,WELLS FARGO BANK NATL ASSOC,SD,541110,5-Mar-97,1997,276,9,1.0,0,0,1,0,0,N,,31-Mar-97,293000.0,0.0,P I F,0.0,293000.0,219750.0
1850,1012335009,"Cipher Corporation, Inc.",GREENSBORO,NC,27407,WELLS FARGO BANK NATL ASSOC,SD,541511,18-May-04,2004,60,16,1.0,0,0,1,1,N,N,,30-Jun-04,150000.0,0.0,P I F,0.0,150000.0,75000.0
1851,1012344005,WARNER MEDLIN PHOTOGRAPHY,DAVENPORT,IA,52804,BLUE GRASS SAVINGS BANK,IA,541921,5-Mar-97,1997,60,5,1.0,0,0,1,0,N,Y,,31-Jul-97,100000.0,0.0,P I F,0.0,100000.0,80000.0
1852,1012354008,CHAPMAN-WALTERS INTERCOASTAL C,HUNTINGTON BEACH,CA,92647,CALIFORNIA BANK & TRUST,CA,421910,5-Mar-97,1997,84,6,2.0,0,0,1,0,0,N,,30-Jun-97,300000.0,0.0,P I F,0.0,300000.0,225000.0
1853,1012355004,William L and Priscilla T. Loc,AUBURN,ME,4210,"TD BANK, NATIONAL ASSOCIATION",DE,451110,18-May-04,2004,19,2,1.0,0,0,1,1,Y,N,28-Jan-13,30-Jun-04,67626.0,0.0,CHGOFF,20652.0,25000.0,12500.0
1854,1012364000,RENO VAILLANCOURT ASSOCIATES,KENMORE,NY,14217,MANUFACTURERS & TRADERS TR CO,NY,0,5-Mar-97,1997,60,2,1.0,0,0,1,0,N,Y,,31-Mar-97,48000.0,0.0,P I F,0.0,48000.0,38400.0
1855,1012365007,"Cash, Krugler & Fredericks, LL",ATLANTA,GA,30303,WELLS FARGO BANK NATL ASSOC,SD,541110,19-May-04,2004,6,6,2.0,0,0,1,1,N,N,,30-Jun-04,200000.0,0.0,P I F,0.0,200000.0,100000.0
1856,1012374003,TONY'S TACK SHOP,SOUTH BURLINGTON,VT,5401,CHITTENDEN TR COMPANY A DIVISI,VT,451110,5-Mar-97,1997,84,1,2.0,0,0,1,0,N,Y,,31-Mar-97,90000.0,0.0,P I F,0.0,90000.0,72000.0
1857,1012384006,"CLEAN WOOD RECYCLING, INC.",TOLEDO,OH,43615,FIFTH THIRD BANK,OH,561730,5-Mar-97,1997,84,6,1.0,0,0,1,0,N,Y,,31-May-97,96000.0,0.0,P I F,0.0,96000.0,76800.0
1858,1012385002,Rose Derane,LAWRENCE,MA,1843,"TD BANK, NATIONAL ASSOCIATION",DE,454390,4-Jun-04,2004,36,1,2.0,0,0,1,1,N,N,,31-Jul-04,10000.0,0.0,P I F,0.0,10000.0,5000.0
1859,1012394009,ERNESTO HERNANDEZ,RAYMONDVILLE,TX,78580,CAPITAL ONE NATL ASSOC,TX,0,5-Mar-97,1997,60,1,2.0,0,0,1,0,N,Y,,31-Mar-97,62000.0,0.0,P I F,0.0,62000.0,46500.0
1860,1012395005,Darryl J. McIntosh dba 2 Brosg,NASHUA,NH,3063,"TD BANK, NATIONAL ASSOCIATION",DE,451110,20-May-04,2004,34,1,2.0,0,0,1,1,Y,N,3-Mar-08,30-Jun-04,25000.0,0.0,CHGOFF,16320.0,25000.0,12500.0
1861,1012405006,"Wayne Developers, Inc.",Milford,MA,1757,"TD BANK, NATIONAL ASSOCIATION",DE,236115,20-May-04,2004,60,5,1.0,0,0,1,1,N,N,,30-Jun-04,95700.0,0.0,P I F,0.0,95700.0,47850.0
1862,1012415009,"Village Dental Health Center,",Lunenburg,MA,1462,"TD BANK, NATIONAL ASSOCIATION",DE,621210,20-May-04,2004,60,5,1.0,0,0,1,1,N,N,,30-Jun-04,100000.0,0.0,P I F,0.0,100000.0,50000.0
1863,1012424005,"EXPORTMEX, INC.",EL PASO,TX,79922,COMPASS BANK,TX,0,5-Mar-97,1997,60,3,2.0,0,0,1,0,N,Y,,31-May-97,50000.0,0.0,P I F,0.0,50000.0,40000.0
1864,1012425001,Helen Rose Ferrante dba Massag,Somerville,MA,2143,"TD BANK, NATIONAL ASSOCIATION",DE,611430,20-May-04,2004,59,17,1.0,0,0,1,1,N,N,,30-Jun-04,85000.0,0.0,P I F,0.0,85000.0,42500.0
1865,1012435004,"AMUSA, INC",SAN ANTONIO,TX,78249,WELLS FARGO BANK NATL ASSOC,SD,532490,20-May-04,2004,72,3,2.0,0,0,1,1,Y,N,,30-Apr-05,25000.0,0.0,P I F,0.0,25000.0,12500.0
1866,1012464006,"THE FLOWER MILL, LLC.",VALIER,MT,59486,WELLS FARGO BANK NATL ASSOC,MT,453110,5-Mar-97,1997,120,3,1.0,0,0,1,2,N,Y,,31-Dec-97,12800.0,0.0,P I F,0.0,12800.0,10240.0
1867,1012474009,MR. KWAN LEE,COLUMBUS,GA,31909,SUNTRUST BANK,GA,0,5-Mar-97,1997,84,6,1.0,0,0,1,0,N,Y,,30-Jun-97,100000.0,0.0,P I F,0.0,100000.0,80000.0
1868,1012475005,"RRL, Inc. d/b/a The Refridgera",NORTH SCITUATE,RI,2857,WASHINGTON TR CO OF WESTERLY,RI,532210,21-May-04,2004,84,2,1.0,0,0,1,2,Y,N,,30-Jun-04,25000.0,0.0,P I F,0.0,25000.0,12500.0
1869,1012484001,FORMS EXPRESS,PLEASANTON,KS,66075,LABETTE BANK,KS,0,5-Mar-97,1997,62,4,2.0,0,0,1,0,N,N,5-Feb-01,30-Jun-97,55859.0,0.0,CHGOFF,22589.0,60000.0,48000.0
1870,1012485008,"Scott Lamers Construction, LLC",APPLETON,WI,54915,ASSOCIATED BANK NATL ASSOC,WI,237110,21-May-04,2004,84,3,2.0,0,0,1,1,Y,N,,30-Jun-04,141999.0,0.0,P I F,0.0,50000.0,25000.0
1871,1012494004,"Fairview Dental Care, P.C.",WESTMONT,IL,60559,SMALL BUS. GROWTH CORP,IL,0,5-Mar-97,1997,240,18,1.0,10,0,1,0,N,N,,16-Jul-97,330000.0,0.0,P I F,0.0,330000.0,330000.0
1872,1012495000,"Scott Lamers Construction, LLC",APPLETON,WI,54915,ASSOCIATED BANK NATL ASSOC,WI,237110,21-May-04,2004,89,3,2.0,0,0,1,1,N,N,,30-Jun-04,20400.0,0.0,P I F,0.0,20400.0,10200.0
1873,1012504005,VERMONT STORE FIXTURES,DANBY,VT,5753,BERKSHIRE BANK,VT,0,5-Mar-97,1997,84,90,1.0,0,0,1,0,N,N,,31-Mar-97,250000.0,0.0,P I F,0.0,250000.0,123750.0
1874,1012505001,"ART TRANSPORTATION, LLC",MIDDLETOWN,CT,6456,"TD BANK, NATIONAL ASSOCIATION",DE,484230,21-May-04,2004,60,1,2.0,0,0,1,1,N,N,,30-Jun-04,55000.0,0.0,P I F,0.0,55000.0,27500.0
1875,1012535010,C3 CORPORATION,APPLETON,WI,54911,ASSOCIATED BANK NATL ASSOC,WI,541330,21-May-04,2004,84,8,1.0,0,0,1,1,N,N,,31-Jul-04,150000.0,0.0,P I F,0.0,150000.0,75000.0
1876,1012544006,"EHRHARDT FARMS, INC.",BALDWIN,MD,21013,HOPKINS FEDERAL SAVINGS BANK,MD,0,5-Mar-97,1997,240,6,1.0,0,0,1,0,N,N,,31-Jul-97,565000.0,0.0,P I F,0.0,565000.0,423750.0
1877,1012554009,MOBIL 310 MART,MANITOWOC,WI,54220,U.S. BANK NATIONAL ASSOCIATION,WI,0,5-Mar-97,1997,120,6,1.0,0,0,1,0,N,N,,31-Aug-97,125000.0,0.0,P I F,0.0,125000.0,93750.0
1878,1012555005,"All Brands-Van Vreede Svc., In",NEENAH,WI,54956,ASSOCIATED BANK NATL ASSOC,WI,811412,21-May-04,2004,84,10,1.0,0,0,1,1,Y,N,,30-Jun-04,331451.0,0.0,P I F,0.0,175000.0,87500.0
1879,1012564001,BUDGET INN MOTEL,ALBANY,OR,97321,CASCADES W. FINAN SERVICES INC,OR,0,5-Mar-97,1997,240,2,2.0,2,0,10615,0,N,N,,16-Jul-97,481000.0,0.0,P I F,0.0,481000.0,481000.0
1880,1012565008,Kirk Liponis  dba Kirk Liponis,Andover,MA,1810,"TD BANK, NATIONAL ASSOCIATION",DE,532120,24-May-04,2004,60,1,2.0,0,0,1,1,N,N,,30-Jun-04,20000.0,0.0,P I F,0.0,20000.0,10000.0
1881,1012574004,"PARSONS' FAMILY PHARMANCY, INC",PARSONS,KS,67357,FIRST NEODESHA BANK,KS,446110,5-Mar-97,1997,84,2,2.0,0,0,1,0,N,Y,,30-Nov-97,90000.0,0.0,P I F,0.0,90000.0,72000.0
1882,1012585003,"Beach's Landscaping, LLC",Plantsville,CT,6479,"TD BANK, NATIONAL ASSOCIATION",DE,561730,24-May-04,2004,60,1,2.0,0,0,1,1,N,N,,31-Jul-04,13000.0,0.0,P I F,0.0,13000.0,6500.0
1883,1012586010,DESS APPAREL BRAND NAME CLOTHI,CUDAHY,CA,90201,WELLS FARGO BANK NATL ASSOC,SD,448140,9-Feb-06,2006,60,1,2.0,0,1,1,1,Y,N,,31-May-08,20000.0,0.0,P I F,0.0,20000.0,10000.0
1884,1012595006,Gentes Trucking,WOONSOCKET,RI,2895,BANK RHODE ISLAND,RI,237210,24-May-04,2004,11,2,1.0,0,0,1,1,N,N,14-Oct-10,30-Jun-04,100000.0,0.0,CHGOFF,8333.0,100000.0,50000.0
1885,1012605007,Flamingo Design LTD LLC (Term),GREEN BAY,WI,54311,ASSOCIATED BANK NATL ASSOC,WI,448310,24-May-04,2004,36,2,2.0,0,0,1,1,N,N,,30-Jun-04,25000.0,0.0,P I F,0.0,25000.0,12500.0
1886,1012615010,Flamingo Design LTD LLC (Line),GREEN BAY,WI,54311,ASSOCIATED BANK NATL ASSOC,WI,448310,24-May-04,2004,84,2,2.0,0,0,1,1,Y,N,,30-Jun-04,64468.0,0.0,P I F,0.0,50000.0,25000.0
1887,1012624006,1 STOP COIN OP,MEMPHIS,TN,38133,REGIONS BANK,TN,812320,5-Mar-97,1997,84,3,1.0,0,0,1,2,N,Y,,31-May-97,40000.0,0.0,P I F,0.0,40000.0,32000.0
1888,1012634009,CROCKER CAR CARE,TOPEKA,KS,66607,FIRST NATIONAL BANK OF KANSAS,KS,811111,5-Mar-97,1997,84,3,1.0,0,0,1,0,N,Y,,30-Apr-97,93000.0,0.0,P I F,0.0,93000.0,74400.0
1889,1012635005,"The Whitfield Company, Inc.",JESSUP,MD,20794,MANUFACTURERS & TRADERS TR CO,MD,321999,24-May-04,2004,60,4,2.0,0,0,1,1,N,N,,31-Aug-04,25000.0,0.0,P I F,0.0,25000.0,12500.0
1890,1012645008,Derek Ouellette,Frenchville,ME,4745,"TD BANK, NATIONAL ASSOCIATION",DE,484230,24-May-04,2004,36,1,2.0,0,0,1,2,N,N,,30-Jun-04,36000.0,0.0,P I F,0.0,36000.0,18000.0
1891,1012664007,BIG GROVE COUNTRY INN,OAKLAND,IA,51560,GREAT WESTERN BANK,IA,0,5-Mar-97,1997,120,5,1.0,0,0,1,0,N,Y,,30-Jun-97,35000.0,0.0,P I F,0.0,35000.0,28000.0
1892,1012665003,"KADD Designs, Inc.",Hermon,ME,4401,"TD BANK, NATIONAL ASSOCIATION",DE,238390,25-May-04,2004,84,9,2.0,0,0,1,2,N,N,,30-Jun-04,180000.0,0.0,P I F,0.0,180000.0,90000.0
1893,1012675006,Corner Fast Food Inc,HAZLEHURST,MS,39083,TRUSTMARK NATIONAL BANK,MS,722110,25-May-04,2004,16,2,2.0,0,0,1,2,Y,N,21-Jun-07,30-Jun-04,5100.0,0.0,CHGOFF,4000.0,5100.0,2550.0
1894,1012685009,"Mallard Printing & Graphics, I",ROME,NY,13440,MANUFACTURERS & TRADERS TR CO,NY,323119,25-May-04,2004,60,7,2.0,0,0,1,2,N,N,,30-Jun-04,20000.0,0.0,P I F,0.0,20000.0,10000.0
1895,1012696008,T & P REALTY MANAGEMENT AND PL,LYNBROOK,NY,11563,BANCO POPULAR NORTH AMERICA,NY,541330,9-Feb-06,2006,300,8,1.0,3,8,1,1,0,N,,28-Feb-06,525000.0,0.0,P I F,0.0,525000.0,393750.0
1896,1012725008,RELIABLE CONCRETE CUTTING & CO,AUSTELL,GA,30168,WELLS FARGO BANK NATL ASSOC,SD,238990,3-Jun-04,2004,60,10,1.0,0,0,1,2,N,N,,30-Jun-04,15438.0,0.0,P I F,0.0,75000.0,37500.0
1897,1012734004,REDDY'S LUBE & SHINE (L),LA PORTE,TX,77571,WELLS FARGO BANK NATL ASSOC,SD,811192,5-Mar-97,1997,306,5,1.0,0,0,1,0,N,Y,,31-May-97,87000.0,0.0,P I F,0.0,87000.0,69600.0
1898,1012745003,"Pet Paradise, Inc.",Belmont,NH,3220,"TD BANK, NATIONAL ASSOCIATION",DE,453910,3-Jun-04,2004,84,7,1.0,0,0,1,2,N,N,,31-Aug-04,116000.0,0.0,P I F,0.0,116000.0,58000.0
1899,1012754010,WANDA'S PHOTOGRAPHY STUDIO,OMAHA,NE,68131,WELLS FARGO BANK NATL ASSOC,NE,541921,5-Mar-97,1997,60,2,2.0,0,0,1,0,N,Y,,31-Mar-97,29246.0,0.0,P I F,0.0,30000.0,24000.0
1900,1012756002,"CALBIOTECH, INC.",SPRING VALLEY,CA,91978,CDC SMALL BUS. FINAN CORP,CA,424210,9-Feb-06,2006,240,8,1.0,2,0,1,1,0,N,,14-Jun-06,480000.0,0.0,P I F,0.0,480000.0,480000.0
1901,1012764002,TEAM SPECIALTY PRODUCTS CORPOR,ALBUQUERQUE,NM,87123,BANK OF AMERICA NATL ASSOC,NM,541710,5-Mar-97,1997,84,16,1.0,0,0,1,0,N,N,,30-Jun-97,90000.0,0.0,P I F,0.0,90000.0,67500.0
